city_name,country_code,first_online_date,shop_id,activity_days,asp,b_p1p2,commission_per_order,days_in_data,eff_online_days,is_healthy_store,ted_per_order,b_cancel_rate,online_rate,photo_rate,recurrency_rate
Bogota D.C.,CO,2023-12-14,5764607654438374428,null,0.000000000000000000,0.0022471910112359553,0.000000000000000000,14,11,8,0.000000000000000000,1.0,0.5625483692647871,1.0,0.0
Lima,PE,2024-02-29,5764607694628196304,null,21.111818181818200000,0.01314878892733564,5.888181818181800000,14,10,4,2.890909090909100000,0.2777777777777778,0.3323892914653784,1.0,0.2631578947368421
Mexico City,MX,2024-05-15,5764607932973711991,null,120.342230130486400000,0.015159036913584625,39.192384341637000000,14,91,91,53.348635824436500000,0.0,0.8234511160155628,1.0,0.3871559633027523
Mexico City,MX,2024-04-09,5764607997939286128,null,190.270431535269700000,0.004554092130266693,62.509460580912900000,14,172,172,103.026688796680500000,0.00404040404040404,0.9762118800200392,0.8056559917355371,0.31013094417643006
Medellín,CO,2024-05-09,5764608043481039440,null,20333.333333333333300000,0.001358695652173913,3500.000000000000000000,14,11,9,1266.666666666666700000,0.0,0.6617422161172161,1.0,0.0
La Paz,MX,2023-11-25,5764607732775390668,null,279.534161073825500000,0.012170541147563012,79.596644295302000000,14,83,57,19.248187919463100000,0.04153354632587859,0.8067580124419248,0.6380813953488372,0.20536756126021002
Lima,PE,2024-02-01,5764607590219386393,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Chihuahua,MX,2024-03-25,5764607625430568511,null,375.087500000000000000,0.0030349013657056147,96.326250000000000000,14,14,13,130.912500000000000000,0.0,0.8505647636586863,0.8260869565217391,0.0
Lima,PE,2023-12-07,5764607644799862575,null,23.653333333333300000,0.004337349397590362,8.240000000000000000,14,12,11,7.377777777777800000,0.0,0.8756739409499359,0.7028571428571428,0.0
Bogota D.C.,CO,2024-04-01,5764608068223238249,null,19904.565217391304300000,0.004314994606256742,5230.000000000000000000,14,14,14,11672.695652173913000000,0.0,0.9644880952380953,1.0,0.5
Colima,MX,2024-01-24,5764607731714231393,null,210.607142857142900000,0.002765705254839984,59.879047619047600000,14,16,10,70.130952380952400000,0.0,0.5851203703703703,1.0,0.23076923076923078
Bogota D.C.,CO,2024-02-28,5764607614156279752,null,33565.000000000000000000,0.004869141813755326,8131.300000000000000000,14,14,14,8004.500000000000000000,0.08333333333333333,0.8328211138603117,0.7967741935483871,0.0
Medellín,CO,2024-03-01,5764607558527225807,null,0.000000000000000000,0.0,0.000000000000000000,14,8,8,0.000000000000000000,0.0,0.5546378968253969,0.8636363636363636,0.0
Tepic,MX,2024-03-24,5764607877545984105,null,227.083333333333300000,0.0023464998044583495,63.801666666666700000,14,9,8,69.816666666666700000,0.0,0.4918311965811966,0.9104477611940298,0.25
Mexico City,MX,2024-01-25,5764607750005590943,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Leon,MX,2024-05-12,5764607855743992400,null,0.000000000000000000,0.0,0.000000000000000000,14,1,0,0.000000000000000000,0.0,0.05081742861370025,1.0,0.0
Tuxtla Gutierrez,MX,2024-04-13,5764607567058439508,null,175.647342533290300000,0.018703855065789084,52.839475648527900000,14,696,696,75.444700041468900000,0.0,0.9961054571094081,1.0,0.35801756748092584
Jaurez CHIH,MX,2024-05-17,5764607554534247860,null,149.238834951456300000,0.01194489933532415,37.815728155339800000,14,26,5,21.614077669902900000,0.056074766355140186,0.4229384328358209,0.8946280991735537,0.0
Xalapa,MX,2024-05-22,5764607607403450270,null,87.405000000000000000,0.011758557616932322,25.922500000000000000,14,17,14,44.182500000000000000,0.1111111111111111,0.7833780160857909,1.0,0.2777777777777778
Mexico City,MX,2023-12-27,5764607554702019151,null,135.761467889908300000,0.01363784665579119,61.014220183486200000,14,41,41,95.398853211009200000,0.0,0.8970943071040017,1.0,0.14285714285714285
Mexico City,MX,2024-03-16,5764607678622732284,null,366.276785714285700000,0.003164199344558707,105.942857142857100000,14,19,17,155.500000000000000000,0.0,0.7240806878306878,0.6113989637305699,0.2
Puebla,MX,2024-05-24,5764607716287581665,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Culiacan,MX,2024-03-21,5764607761078553797,null,203.550000000000000000,0.007935969612697552,56.621739130434800000,14,34,34,16.617391304347800000,0.0,0.9042091442693853,1.0,0.2689873417721519
Mexico City,MX,2024-04-23,5764607894822322301,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.9411764705882353,0.0
Lima,PE,2024-02-07,5764607691402776109,null,25.821111111111100000,0.006267409470752089,6.916666666666700000,14,13,0,0.000000000000000000,0.0,0.7446981132075473,0.5471264367816092,0.0
Veracruz,MX,2024-04-16,5764607794658151974,null,210.375000000000000000,0.004914004914004914,62.250000000000000000,14,7,0,22.500000000000000000,0.0,0.13259341199606683,0.625,0.0
Queretaro,MX,2024-01-06,5764607642048400865,null,182.824888888888900000,0.0127189557067946,49.812000000000000000,14,47,0,154.085333333333300000,0.02531645569620253,0.8795000000000001,0.4392523364485981,0.0
San Jose,CR,2024-03-07,5764607719563333585,null,5612.000000000000000000,0.005942947702060222,1467.769230769230800000,14,12,10,919.692307692307700000,0.07142857142857142,0.6301842238084938,1.0,0.3333333333333333
Mexico City,MX,2024-05-11,5764607669760164604,null,147.831250000000000000,0.0025267026530377858,39.796875000000000000,14,16,0,52.468750000000000000,0.13636363636363635,0.7136012014977576,0.36013986013986016,0.20833333333333334
Toluca,MX,2023-11-15,5764607782532418208,null,246.470000000000000000,0.011847463902258423,68.446875000000000000,14,12,12,9.375000000000000000,0.0,0.6491512345679012,1.0,0.25
Los Cabos,MX,2023-12-21,5764607775372741016,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.0,0.0
Campeche,MX,2024-02-16,5764607751716866221,null,160.800000000000000000,0.0021141649048625794,43.395000000000000000,14,7,2,16.300000000000000000,0.5,0.30633796296296295,0.9574468085106383,0.21739130434782608
San Jose,CR,2024-04-25,5764607946617782410,null,9108.857142857142900000,0.006021232768182538,2574.085714285714300000,14,14,14,2035.228571428571400000,0.0,0.9870977976857037,0.9860834990059643,0.1111111111111111
Cali,CO,2024-02-02,5764607719651413525,null,22548.888888888888900000,0.007058484586574474,5640.066666666666700000,14,13,13,5728.888888888888900000,0.0,0.9953200204813107,0.8172690763052208,0.24
Mexico City,MX,2024-02-12,5764607547588480622,null,147.175438596491200000,0.005091371942903901,42.178596491228100000,14,17,17,29.228070175438600000,0.0,0.9147447447447447,1.0,0.06521739130434782
Jaurez CHIH,MX,2024-05-08,5764608008437629036,null,346.177777777777800000,0.0026619343389529724,97.066666666666700000,14,13,13,14.222222222222200000,0.0,0.94105175688509,0.6071428571428571,0.5
Mexico City,MX,2023-11-15,5764607704191207513,22,180.488163265306100000,0.007469512195121951,77.540816326530600000,14,22,22,108.095510204081600000,0.0,0.9013037307380373,0.7333333333333333,0.16666666666666666
Guadalajara,MX,2024-03-28,5764607810462285850,null,233.312500000000000000,0.002866356144750985,65.100000000000000000,14,4,4,110.937500000000000000,0.0,0.5977407407407408,1.0,0.3333333333333333
Monterrey,MX,2024-04-23,5764607794863673235,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.85,0.07142857142857142
Torreon,MX,2024-01-15,5764607753549778440,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Mexico City,MX,2023-12-04,5764607587623109019,11,226.754747474747500000,0.006139444410674123,105.721212121212100000,14,31,28,153.878282828282800000,0.019417475728155338,0.8428360215053763,0.8088235294117647,0.24561403508771928
Mexico City,MX,2024-05-10,5764607948534579320,null,0.000000000000000000,0.0,0.000000000000000000,14,1,0,0.000000000000000000,0.0,0.06196825396825397,0.9166666666666666,0.25
Monterrey,MX,2024-02-12,5764607656409697990,null,193.243689320388300000,0.020587870519657697,54.854854368932000000,14,31,27,41.094660194174800000,0.08176100628930817,0.7928286528286529,0.7299145299145299,0.11428571428571428
Lima,PE,2024-01-15,5764607722541288668,null,0.000000000000000000,0.0,0.000000000000000000,14,5,3,0.000000000000000000,0.0,0.23496858465608467,0.8753709198813057,0.0
Bogota D.C.,CO,2024-01-12,5764607531377495578,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Guadalajara,MX,2024-06-07,5764608010069214242,null,77.400000000000000000,0.006756756756756757,19.800000000000000000,9,3,3,22.400000000000000000,0.0,0.9188398692810458,0.8823529411764706,0.25
Barranquilla,CO,2024-01-24,5764607535978646730,null,18326.666666666666700000,0.0020134228187919465,4400.000000000000000000,14,6,3,6065.333333333333300000,0.0,0.286002886002886,1.0,0.25
Lima,PE,2024-01-26,5764607715163508033,null,22.975000000000000000,0.001152073732718894,7.335000000000000000,14,12,10,4.350000000000000000,0.0,0.7970507544581618,0.7933130699088146,0.0
Bogota D.C.,CO,2024-05-03,5764607617381696505,null,23978.652173913043500000,0.0046414852752880926,6821.043478260869600000,14,14,13,17069.565217391304300000,0.0,0.8731805555555555,1.0,0.02857142857142857
San Jose,CR,2024-02-14,5764607579540687569,null,5378.173913043478300000,0.012814194184327254,1321.000000000000000000,14,14,13,1293.695652173913000000,0.0,0.9014113785557988,0.7894736842105263,0.4
Guadalajara,MX,2024-02-15,5764607613409692850,null,0.000000000000000000,0.0,0.000000000000000000,14,12,12,0.000000000000000000,0.0,0.9521979166666668,0.7045454545454546,0.5
Mexico City,MX,2024-01-04,5764607775557291589,null,124.500000000000000000,4.200798151648813E-4,46.500000000000000000,14,12,12,68.250000000000000000,0.3333333333333333,0.8100067204301075,0.6153846153846154,0.0
Mexicali,MX,2024-03-04,5764607783950094087,null,181.090644927536200000,0.015048276552103657,56.251963768115900000,14,118,42,94.755586956521700000,0.046811397557666216,0.5141217975065078,1.0,0.15765765765765766
Guadalajara,MX,2024-05-04,5764607781429317123,null,147.588461538461500000,0.006820566631689402,43.026923076923100000,14,9,8,45.076923076923100000,0.0,0.7839675925925926,1.0,0.0
Guadalajara,MX,2024-04-02,5764607847556710521,null,182.037500000000000000,0.0016784155756965425,48.367500000000000000,14,12,9,89.775000000000000000,0.0,0.6731816520467837,1.0,0.38095238095238093
Guadalajara,MX,2023-11-23,5764607544736352592,null,172.298811369509000000,0.011551477287517896,50.883720930232600000,14,53,52,20.733746770025800000,0.0,0.9325608422203993,1.0,0.5943396226415094
Villahermosa,MX,2024-02-20,5764607637480803733,null,186.292372881355900000,0.01015665346875538,49.296610169491500000,14,26,25,12.245762711864400000,0.0,0.8796239316239316,1.0,0.23255813953488372
Monterrey,MX,2023-11-08,5764607784918977824,1,0.000000000000000000,0.0,0.000000000000000000,14,1,0,0.000000000000000000,0.0,0.02931755829903978,0.8333333333333334,0.0
Mexico City,MX,2023-12-19,5764607565519129063,null,188.642119402985100000,0.008279013225461634,75.504895522388100000,14,56,56,124.264000000000000000,0.06299212598425197,0.8734545997610512,1.0,0.23809523809523808
Mexico City,MX,2024-02-22,5764607545080287163,null,102.583333333333300000,0.00549073438572409,34.950000000000000000,14,9,9,40.000000000000000000,0.0,0.7816805555555556,0.8828125,0.14285714285714285
Leon,MX,2023-11-16,5764607717935943048,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Queretaro,MX,2023-12-12,5764607594275278321,null,156.477688888888900000,0.013254061955360656,44.512555555555600000,14,99,99,37.448744444444400000,0.0,0.9720469298153478,0.9655894673847996,0.07456140350877193
Medellín,CO,2023-11-23,5764607645668085142,14,46700.000000000000000000,3.3692722371967657E-4,10000.000000000000000000,14,14,12,8000.000000000000000000,0.0,0.8331323099415205,1.0,0.0
Lima,PE,2024-01-09,5764607778426193755,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.75,0.0
Victoria,MX,2024-05-12,5764607815583531153,null,174.308888888888900000,0.011413655440679701,54.030044444444400000,14,43,43,85.491155555555600000,0.0,0.9962901439645625,0.9047619047619048,0.43457943925233644
San Jose,CR,2024-02-08,5764607572213239116,null,7096.028571428571400000,0.011056511056511056,1633.100000000000000000,14,12,11,1151.414285714285700000,0.013888888888888888,0.921274342975988,1.0,0.5283018867924528
Mexico City,MX,2024-06-03,5764608071457047466,null,140.047976190476200000,0.005905983930926969,43.003988095238100000,13,33,32,57.159821428571400000,0.06315789473684211,0.6991812865497077,0.9260700389105059,0.1065989847715736
Guadalajara,MX,2024-03-07,5764607988489519139,null,159.141379310344800000,0.003942699434879748,44.968965517241400000,14,17,17,72.620689655172400000,0.03333333333333333,0.8364074074074075,0.8998242530755711,0.2222222222222222
Mexico City,MX,2024-05-09,5764607962396754517,null,256.496875000000000000,0.002758620689655172,71.991250000000000000,14,11,11,15.457500000000000000,0.11764705882352941,0.9219147502316569,0.750373692077728,0.0
Lima,PE,2024-02-23,5764607573135986625,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,4.96031746031746E-5,0.8717948717948718,0.1111111111111111
Tepic,MX,2024-04-10,5764607543511617527,null,271.037634408602200000,0.011856710393541877,73.778172043010800000,14,25,25,51.766129032258100000,0.0,0.7535545267489712,1.0,0.1076923076923077
Hermosillo,MX,2023-11-16,5764607733089963367,10,0.000000000000000000,7.616146230007616E-4,0.000000000000000000,14,10,4,0.000000000000000000,1.0,0.5221819645732689,1.0,0.0
Bogota D.C.,CO,2023-12-11,5764607583101652425,null,30588.157894736842100000,0.0042109929078014184,8304.842105263157900000,14,13,13,20080.263157894736800000,0.0,0.887500709461377,1.0,0.35
Culiacan,MX,2024-02-22,5764607643482851754,null,202.776923076923100000,0.004244996967859308,55.800000000000000000,14,15,14,14.830769230769200000,0.0,0.7142251461988305,1.0,0.13953488372093023
Lima,PE,2023-12-13,5764607692409408552,null,42.350000000000000000,0.006514657980456026,12.600000000000000000,14,2,1,5.000000000000000000,0.0,0.10068650793650794,0.7647058823529411,0.0
Mexicali,MX,2024-05-04,5764607681353220327,null,265.297222222222200000,0.004068256300146909,73.350000000000000000,14,19,14,10.963888888888900000,0.0,0.6582256944444443,1.0,0.18518518518518517
Puebla,MX,2024-04-17,5764607725045288959,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Mexico City,MX,2024-05-17,5764607833451266647,null,0.000000000000000000,0.0,0.000000000000000000,14,11,10,0.000000000000000000,0.0,0.7979292929292928,0.8541666666666666,0.0
Bogota D.C.,CO,2024-04-08,5764607975541702792,null,39746.666666666666700000,0.0017959770114942528,9145.000000000000000000,14,9,6,7158.333333333333300000,0.0,0.5000091424392026,1.0,0.0
Medellín,CO,2024-02-09,5764607655952519065,null,11850.000000000000000000,8.438818565400844E-4,3200.000000000000000000,14,5,3,10600.000000000000000000,0.0,0.268798309178744,0.875,0.7142857142857143
Cali,CO,2023-11-20,5764607584041176239,9,37925.000000000000000000,0.0031162355874104083,9320.500000000000000000,14,9,9,10035.000000000000000000,0.0,0.8468042813455657,1.0,0.0
Torreon,MX,2024-02-17,5764607775670537533,null,118.062925224327000000,0.02678334521276319,30.499702891326000000,14,260,260,37.452299102691900000,0.0,0.9772263700351935,0.96,0.5032154340836013
Culiacan,MX,2024-01-12,5764607721698233709,null,180.716666666666700000,0.0044674347519398075,54.170000000000000000,14,12,8,83.550000000000000000,0.21052631578947367,0.5777777777777778,0.9294871794871795,0.15384615384615385
Queretaro,MX,2024-04-27,5764607650290207954,null,151.214285714285700000,0.016979445933869526,60.594285714285700000,14,14,14,114.068571428571400000,0.0,0.9058070043463725,0.6792452830188679,0.0
Veracruz,MX,2024-04-17,5764607930285162638,null,285.292857142857100000,0.004018081366147665,88.180714285714300000,14,14,9,54.517857142857100000,0.0,0.8937735247208932,1.0,0.3333333333333333
Puebla,MX,2024-01-30,5764607557805804945,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Mexico City,MX,2024-06-03,5764607565917587561,null,104.783730158730200000,0.01273100616016427,35.556190476190500000,13,28,1,54.690476190476200000,0.0,0.5016932737335037,0.9518248175182482,0.36363636363636365
Lima,PE,2023-12-27,5764607563849797107,null,29.282142857142900000,0.004241281809613572,9.364285714285700000,14,14,9,42.822142857142900000,0.0,0.719985827664399,1.0,0.0
Puebla,MX,2024-04-20,5764607865466388663,null,237.125000000000000000,0.010723860589812333,67.350000000000000000,14,4,0,13.100000000000000000,0.0,0.13231052244297278,1.0,0.0
Lima,PE,2024-02-13,5764607630669253567,null,22.250000000000000000,0.0032546786004882017,7.512500000000000000,14,14,12,11.312500000000000000,0.0,0.9098838383838382,0.710594315245478,0.5
Bogota D.C.,CO,2024-01-19,5764607572871742457,null,25878.750000000000000000,0.003098373353989156,5565.000000000000000000,14,12,0,8250.000000000000000000,0.0,0.31977946916471506,0.9444444444444444,0.5
Mexico City,MX,2024-03-12,5764607718158241682,null,160.576923076923100000,0.005482456140350877,57.110769230769200000,14,16,16,85.589743589743600000,0.0,0.9793184156378602,0.6923076923076923,0.11428571428571428
Toluca,MX,2024-02-23,5764607581654618049,null,116.527142857142900000,0.005852842809364548,29.757142857142900000,14,13,13,34.072857142857100000,0.0,0.9129700854700855,1.0,0.0
Medellín,CO,2024-04-18,5764608032554877080,null,43875.000000000000000000,0.0017809439002671415,10969.000000000000000000,14,13,12,11712.500000000000000000,0.0,0.8414484126984126,1.0,0.0
Guadalajara,MX,2024-05-23,5764607943488832054,null,176.950000000000000000,0.0017261219792865361,47.700000000000000000,14,12,12,5.000000000000000000,0.0,0.7412000000000001,0.6615646258503401,0.0
Cancun,MX,2024-01-29,5764607775305633179,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Monterrey,MX,2023-11-15,5764607660117462372,8,631.800000000000000000,7.122507122507123E-4,177.450000000000000000,14,8,7,0.000000000000000000,0.0,0.6128171296296296,0.7037037037037037,0.2
Mexico City,MX,2024-02-10,5764607687422381979,null,0.000000000000000000,0.0,0.000000000000000000,14,14,0,0.000000000000000000,0.0,0.9988845401174172,0.08695652173913043,0.0
Queretaro,MX,2024-04-20,5764607754342501971,null,144.111445086705200000,0.008822401227464518,39.676011560693600000,14,42,42,42.551734104046200000,0.0335195530726257,0.7702176339285715,0.6646646646646647,0.25862068965517243
Cali,CO,2024-05-15,5764607664164966387,null,26250.000000000000000000,4.1339396444811904E-4,6563.000000000000000000,14,11,9,5444.000000000000000000,0.0,0.569662356321839,1.0,0.0
Mazatlan,MX,2023-12-14,5764607711841618901,null,650.231578947368400000,0.009681881051175657,184.673684210526300000,14,18,16,6.631578947368400000,0.05,0.7303995198902606,0.7393162393162394,0.17857142857142858
Culiacan,MX,2023-12-15,5764607755579818246,null,221.220588235294100000,0.01283987915407855,57.264705882352900000,14,13,12,13.382352941176500000,0.0,0.7787785136129506,1.0,0.2
Monterrey,MX,2024-04-02,5764607570334191599,null,167.150000000000000000,0.010940919037199124,43.572000000000000000,14,13,0,42.840000000000000000,0.0,0.2918827160493827,1.0,0.1
Bogota D.C.,CO,2024-05-09,5764607597609749447,null,45159.555555555555600000,0.005422993492407809,11133.444444444444400000,14,9,9,55564.444444444444400000,0.0,0.8896070460704606,0.9713114754098361,0.10714285714285714
Tijuana,MX,2024-03-06,5764607726202916321,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.0,0.0
Guadalajara,MX,2024-03-14,5764607681852346360,null,163.655853658536600000,0.006103896103896104,46.172479674796700000,14,45,42,70.375406504065000000,0.0,0.8742773290022938,1.0,0.21052631578947367
Cali,CO,2024-01-31,5764607741050752502,null,18442.307692307692300000,0.0032390412437918376,5959.230769230769200000,14,10,9,20503.846153846153800000,0.0,0.7766566138895872,0.9701492537313433,0.14285714285714285
Mexico City,MX,2024-03-20,5764607582556392675,null,0.000000000000000000,5.390835579514825E-4,0.000000000000000000,14,9,8,0.000000000000000000,0.0,0.712652207001522,1.0,0.0
Bogota D.C.,CO,2024-02-20,5764607797875182969,null,24670.500000000000000000,0.002369668246445498,6937.500000000000000000,14,14,14,14492.000000000000000000,0.0,0.9987003968253968,1.0,1.0
Bogota D.C.,CO,2024-01-19,5764607647538744088,null,22594.509803921568600000,0.009603188983511505,6268.705882352941200000,14,14,14,13167.058823529411800000,0.0,0.9786571675302247,0.8636363636363636,0.2222222222222222
Monterrey,MX,2023-11-14,5764607557482843442,null,191.893333333333300000,0.009585889570552147,53.675000000000000000,14,11,11,8.305000000000000000,0.04,0.6131638888888888,0.8181818181818182,0.0
Monterrey,MX,2024-04-05,5764607876228972604,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Mexicali,MX,2023-11-02,5764607610582732098,42,261.642089552238800000,0.009862968283788263,73.437074626865700000,14,42,17,49.185970149253700000,0.0,0.5397555555555555,1.0,0.3888888888888889
Medellín,CO,2024-01-19,5764607696192671144,null,0.000000000000000000,0.0,0.000000000000000000,14,13,13,0.000000000000000000,0.0,0.8595567810457515,1.0,0.0
Guadalajara,MX,2024-04-04,5764607810042855530,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Queretaro,MX,2024-02-23,5764607570497765706,null,169.375806451612900000,0.021154693697664168,48.468709677419400000,14,25,24,37.216666666666700000,0.0,0.8462055555555555,0.9273182957393483,0.30864197530864196
Mexico City,MX,2024-05-06,5764608065631158385,null,181.975934782608700000,0.01092721579653652,57.101608695652200000,14,67,45,55.022391304347800000,0.058695652173913045,0.7136428897735428,0.9565217391304348,0.2245762711864407
Lima,PE,2024-02-28,5764607760029978187,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.5178571428571429,0.0
Mexicali,MX,2024-04-19,5764608062594482274,null,224.500000000000000000,5.757052389176742E-4,71.450000000000000000,14,3,2,89.000000000000000000,0.0,0.11492402659069326,0.8276923076923077,0.0625
Ciudad Obregon,MX,2023-11-16,5764607772050852829,126,191.977043286867200000,0.01776935682097501,56.985077035950100000,14,126,126,123.901577402788000000,0.0,0.8332866062196772,0.8745059288537549,0.4025069637883008
Medellín,CO,2024-01-15,5764607700349226582,null,32333.333333333333300000,0.001314060446780552,8010.000000000000000000,14,11,11,15146.666666666666700000,0.25,0.6766713352007468,1.0,0.16666666666666666
Lima,PE,2024-01-09,5764607766531148999,null,19.850000000000000000,0.0024509803921568627,7.697500000000000000,14,13,13,14.450000000000000000,0.0,0.726544312169312,1.0,0.0
Hermosillo,MX,2024-03-22,5764607599635598198,null,410.269230769230800000,0.014432617716038246,113.369230769230800000,14,19,0,7.410256410256400000,0.012658227848101266,0.704092970521542,0.1694915254237288,0.5
Mexico City,MX,2024-01-30,5764607582103408207,null,126.025000000000000000,0.001968503937007874,50.550000000000000000,14,14,14,67.400000000000000000,0.0,0.999314058956916,0.8177570093457944,0.0
Guadalajara,MX,2024-05-22,5764607970567258909,null,0.000000000000000000,0.0019723865877712033,0.000000000000000000,14,8,6,0.000000000000000000,0.0,0.5564390432098765,0.6811594202898551,0.0
Mexico City,MX,2023-12-11,5764607582812244470,null,156.632016759776500000,0.022018057975605892,58.241653631284900000,14,134,134,108.927441340782100000,0.0,0.9548991769547325,1.0,0.46892039258451473
Leon,MX,2023-11-22,5764607629448710599,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Lima,PE,2023-12-14,5764607601460119363,null,47.513333333333300000,0.0037433155080213902,14.336666666666700000,14,14,10,16.666666666666700000,0.14285714285714285,0.6988244047619049,0.9059233449477352,0.0
Monterrey,MX,2024-05-16,5764607879274037892,null,184.605480225988700000,0.01402938787565532,56.682994350282500000,14,38,35,78.168926553672300000,0.0,0.8599460073884626,1.0,0.15602836879432624
Barranquilla,CO,2024-04-02,5764607676227784473,null,41829.166666666666700000,0.00348806010195868,10743.166666666666700000,14,12,10,14726.666666666666700000,0.07692307692307693,0.689336569579288,0.8658940397350994,0.0
Xalapa,MX,2024-05-24,5764607727096301298,null,125.919428571428600000,0.008792865217937445,35.978714285714300000,14,15,14,36.345428571428600000,0.0,0.908875082083144,0.75,0.18181818181818182
Villahermosa,MX,2024-05-11,5764607854594752575,null,181.520833333333300000,0.005607476635514018,52.656666666666700000,14,9,8,37.949166666666700000,0.14285714285714285,0.6519583333333333,0.967741935483871,0.34615384615384615
Bogota D.C.,CO,2024-06-11,5764607939009315739,null,0.000000000000000000,0.0,0.000000000000000000,5,0,0,0.000000000000000000,0.0,0.0,0.0,0.0
Lima,PE,2023-11-16,5764607547106135442,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,0.53125,0.0
Tijuana,MX,2023-11-17,5764607554496498565,53,234.718961538461500000,0.013203380065296717,71.647730769230800000,14,53,47,52.943500000000000000,0.018867924528301886,0.6277036378015026,0.6412487205731832,0.32323232323232326
Oaxaca,MX,2023-12-20,5764607671735683570,null,198.919383259911900000,0.01208222187352895,53.536651982378900000,14,51,51,35.837224669603500000,0.046218487394957986,0.9884873310054615,0.935031847133758,0.40939597315436244
Barranquilla,CO,2024-03-04,5764607598587023292,null,28693.181818181818200000,0.005385735080058224,7458.242424242424200000,14,13,10,12222.757575757575800000,0.02857142857142857,0.7524330655957161,0.7197452229299363,0.23809523809523808
Monterrey,MX,2023-11-06,5764607615905303818,null,233.851162790697700000,0.016811650865018082,66.052325581395300000,14,18,18,9.862790697674400000,0.0,0.9634670781893004,1.0,0.0
Lima,PE,2024-02-22,5764607628576296906,null,24.274000000000000000,0.004971002485501243,7.938000000000000000,14,10,7,13.126000000000000000,0.16666666666666666,0.5735810810810812,1.0,0.3333333333333333
Mexico City,MX,2024-02-09,5764607629763282777,null,0.000000000000000000,0.0,0.000000000000000000,14,7,0,0.000000000000000000,0.0,0.5490326797385621,0.4666666666666667,0.5
Mexico City,MX,2024-06-05,5764607961562088347,null,136.134771535580500000,0.01671939514183066,36.002202247191000000,11,99,43,19.249198501872700000,0.0,0.5321983651079619,1.0,0.19230769230769232
Mexico City,MX,2024-01-18,5764607532191189742,null,103.458170591614000000,0.015355730469762166,30.144218839747300000,14,199,199,48.151407237220000000,0.0,0.9848489989820156,0.7468888420164522,0.27345657481688174
Puerto Vallarta,MX,2023-11-14,5764607724118346688,19,189.054074074074100000,0.005145228215767635,52.060370370370400000,14,19,18,21.759259259259300000,0.0,0.8846276215830142,0.8981233243967829,0.2413793103448276
Villahermosa,MX,2023-12-13,5764607547315850637,null,134.550000000000000000,0.0010193679918450561,33.300000000000000000,14,6,1,0.000000000000000000,0.0,0.14649470899470898,1.0,0.0
Medellín,CO,2024-03-13,5764607605516012440,null,40314.000000000000000000,0.002815315315315315,10097.400000000000000000,14,10,9,14364.000000000000000000,0.0,0.6236527777777777,0.9875,0.0
Mexico City,MX,2024-04-18,5764607879240482919,null,0.000000000000000000,0.0,0.000000000000000000,14,0,0,0.000000000000000000,0.0,0.0,1.0,0.0
Bogota D.C.,CO,2023-11-17,5764607601460120529,2,23643.904109589041100000,0.008227374719521317,5755.136986301369900000,14,12,11,5590.000000000000000000,0.0,0.761543501048218,1.0,0.23076923076923078
Torreon,MX,2024-01-12,5764607770217942535,null,170.150000000000000000,0.005338078291814947,36.900000000000000000,14,9,6,0.000000000000000000,0.0,0.5947283950617284,1.0,1.0
